"","FID_","latitude","longitude","species","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"37473",60811,47.679609,-92.867253,"ellipsoidalis",30,129,27,11699,256,-219,475,171,-132,171,-132,682,106,15,56,301,61,301,61
"37515",60910,46.158817,-91.903348,"ellipsoidalis",46,134,28,11564,275,-203,478,186,-114,186,-114,698,100,16,52,292,63,292,63
"37518",60913,45.958276,-91.75607,"ellipsoidalis",49,132,28,11474,274,-196,470,188,-110,188,-110,743,103,18,51,306,68,306,68
"37520",60915,46.101587,-91.815381,"ellipsoidalis",47,134,28,11561,275,-202,477,187,-114,187,-114,700,100,16,53,293,63,293,63
"37541",60936,45.916264,-92.262114,"ellipsoidalis",52,127,27,11546,274,-192,466,191,-109,191,-109,768,106,20,47,310,76,310,76
"37552",60947,45.966503,-92.168583,"ellipsoidalis",52,128,27,11538,275,-193,468,191,-109,191,-109,759,105,19,48,308,73,308,73
"37611",61007,46.324925,-91.678555,"ellipsoidalis",41,132,27,11462,271,-205,476,180,-118,180,-118,712,99,17,50,290,66,290,66
"37699",61174,45.331376,-88.275011,"ellipsoidalis",54,129,29,10667,272,-169,441,173,-91,185,-91,775,97,24,38,274,93,270,93
"37700",61175,45.221291,-88.292002,"ellipsoidalis",55,129,29,10654,273,-168,441,174,-90,186,-90,779,96,24,38,273,93,271,93
"37765",61582,45.8198,-92.703101,"ellipsoidalis",52,126,26,11701,274,-196,470,192,-112,192,-112,779,110,20,48,316,78,316,78
"37811",60855,46.472168,-94.965281,"ellipsoidalis",44,123,25,12220,270,-208,478,192,-125,192,-125,675,108,15,53,288,56,288,56
"37819",61104,45.481263,-92.934446,"ellipsoidalis",61,118,25,11660,279,-180,459,202,-101,202,-101,760,113,19,51,317,69,317,69
"37852",61238,45.249923,-91.484603,"ellipsoidalis",61,129,28,11293,283,-176,459,197,-95,197,-95,822,115,20,49,325,77,325,77
"37853",61239,44.936986,-91.659762,"ellipsoidalis",66,124,27,11383,286,-170,456,203,-91,203,-91,805,111,19,49,319,74,319,74
"37858",61276,44.783735,-91.672722,"ellipsoidalis",68,124,27,11328,287,-167,454,205,-88,205,-88,801,107,19,49,314,73,314,73
"37862",61280,45.033258,-91.805975,"ellipsoidalis",64,126,27,11388,285,-173,458,201,-94,201,-94,815,111,20,48,322,77,322,77
"37867",61285,44.661775,-91.070565,"ellipsoidalis",59,122,26,11366,277,-177,454,196,-99,196,-99,822,109,21,47,319,78,319,78
"37876",61294,44.850092,-91.467226,"ellipsoidalis",65,122,26,11381,283,-170,453,203,-92,203,-92,794,112,18,50,317,71,317,71
"37947",61616,45.166759,-92.590365,"ellipsoidalis",65,118,25,11729,285,-177,462,206,-98,206,-98,783,113,20,50,319,71,319,71
"37965",61637,45.566655,-92.821681,"ellipsoidalis",59,121,26,11682,279,-185,464,199,-104,199,-104,765,112,19,50,315,71,315,71
"38012",62071,43.937108,-89.273406,"ellipsoidalis",70,118,27,10776,280,-150,430,189,-78,201,-78,798,100,26,39,288,90,281,90
"38044",62103,44.073915,-89.79244,"ellipsoidalis",66,125,28,10862,281,-159,440,186,-83,199,-83,812,104,25,43,304,83,296,83
"38072",62131,44.397294,-90.507527,"ellipsoidalis",62,130,29,10938,280,-168,448,182,-89,194,-89,819,105,22,45,314,79,311,79
"38127",62186,44.15621,-90.107046,"ellipsoidalis",66,130,28,10900,286,-163,449,187,-84,199,-84,820,107,24,43,310,83,300,83
"38140",62199,43.625217,-89.618092,"ellipsoidalis",71,120,27,10731,280,-151,431,190,-76,202,-76,805,101,26,40,295,88,292,88
"38144",62203,44.458559,-89.632643,"ellipsoidalis",64,119,27,10924,278,-159,437,185,-85,197,-85,818,105,25,42,305,86,295,86
"38155",62214,43.932544,-90.129267,"ellipsoidalis",68,131,29,10899,288,-161,449,188,-82,201,-82,820,107,24,43,309,84,299,84
"38165",63309,44.693281,-88.655401,"ellipsoidalis",62,122,28,10768,277,-158,435,182,-85,194,-85,791,96,26,38,280,95,276,95
"38188",63946,43.292243,-89.92117,"ellipsoidalis",75,120,27,10690,284,-146,430,206,-72,206,-72,803,99,26,41,295,90,295,90
"38192",63950,43.800005,-90.404064,"ellipsoidalis",66,127,28,10941,283,-164,447,186,-85,199,-85,830,108,23,43,314,83,305,83
"38248",64006,43.524208,-91.1305,"ellipsoidalis",78,112,26,10943,286,-143,429,211,-72,211,-72,795,99,24,42,295,84,295,84
"38251",64009,43.511037,-89.828574,"ellipsoidalis",69,120,27,10746,278,-154,432,187,-79,200,-79,821,104,25,41,304,88,300,88
"38301",61704,45.152687,-84.220068,"ellipsoidalis",59,120,29,9867,269,-139,408,172,-64,181,-73,748,90,32,27,255,123,237,128
"38325",61750,44.39249,-84.622541,"ellipsoidalis",60,119,29,9900,268,-135,403,172,-72,183,-72,755,92,30,29,256,117,243,117
"38369",63056,44.501489,-83.847254,"ellipsoidalis",61,123,30,9760,270,-135,405,173,-59,182,-69,734,87,31,27,249,119,236,119
"38442",63162,44.704566,-84.633773,"ellipsoidalis",57,122,29,9922,268,-142,410,169,-75,180,-75,783,95,30,31,271,115,259,115
"38481",63216,43.968131,-85.810564,"ellipsoidalis",71,121,30,9594,277,-116,393,142,-46,190,-57,870,108,38,25,283,148,247,157
"38521",63265,44.519682,-84.100316,"ellipsoidalis",56,125,30,9875,268,-143,411,168,-77,178,-77,751,91,31,29,257,119,244,119
"38525",63269,44.55569,-84.386653,"ellipsoidalis",58,123,30,9922,269,-140,409,171,-75,181,-75,754,91,31,30,260,118,247,118
"38541",7652,42.324299,-88.452248,"ellipsoidalis",84,115,27,10309,287,-124,411,210,-57,210,-57,912,106,32,32,315,124,315,124
"38572",8021,42.002891,-88.454902,"ellipsoidalis",85,115,28,10301,286,-122,408,212,-55,212,-55,934,109,32,33,319,127,319,127
"38593",63357,42.30083,-88.25215,"ellipsoidalis",86,112,27,10170,285,-119,404,211,-53,211,-53,897,104,31,32,308,124,308,124
"38614",12600,22.43278,-105.2,"elliptica",232,123,63,2497,318,123,195,256,212,259,197,1317,366,0,119,986,14,815,79
"38618",57322,22.432777,-105.2,"elliptica",232,123,63,2497,318,123,195,256,212,259,197,1317,366,0,119,986,14,815,79
"38626",59274,19.219,-96.95,"elliptica",185,106,63,1843,268,101,167,199,166,205,159,1964,358,46,75,975,142,567,149
"38634",58427,20.123,-103.897,"elliptica",185,149,65,1920,299,71,228,202,178,207,157,1026,232,9,96,612,33,453,59
"38639",58436,20.37,-105.17,"elliptica",203,143,67,1938,301,90,211,222,187,224,176,1359,308,5,107,916,28,800,73
"38653",13315,17.27,-98.3,"elliptica",164,157,74,1066,266,56,210,168,149,177,149,1454,304,11,101,878,49,414,49
"38655",13513,17.243,-98.675,"elliptica",194,150,73,1123,294,89,205,195,186,209,179,1653,367,3,107,1037,23,419,37
"38657",13515,17.217,-98.05,"elliptica",152,159,74,1080,255,42,213,153,137,165,136,1441,283,9,93,818,61,430,61
"38666",59517,15.960329,-96.461761,"elliptica",222,143,74,1127,313,121,192,228,207,234,206,2001,379,9,92,1112,38,545,78
"38671",59753,16.22,-96.78,"elliptica",202,151,70,1456,305,90,215,208,182,218,181,735,164,1,99,435,6,226,18
"38672",59755,17.427,-97.77,"elliptica",158,173,73,1374,271,36,235,166,139,175,139,979,210,6,91,536,35,347,35
"38678",59761,16.817,-98.133,"elliptica",226,159,72,1294,329,111,218,229,216,242,208,1952,467,7,109,1272,26,429,50
"38684",13563,16.68,-94.07,"elliptica",203,114,69,1398,281,118,163,214,201,217,183,1234,228,18,86,673,59,315,71
"38689",12620,20.613,-105.231,"elliptica",260,126,68,2323,343,158,185,286,235,286,229,1391,349,2,118,1003,14,1003,38
"38691",12846,19.602,-104.437,"elliptica",256,144,68,1684,355,145,210,268,243,274,232,1585,387,4,112,1103,17,565,59
"38694",57995,19.872,-105.333,"elliptica",266,132,71,1844,343,159,184,285,253,286,240,676,179,3,105,458,13,343,30
"38695",58078,19.602,-104.437,"elliptica",256,144,68,1684,355,145,210,268,243,274,232,1585,387,4,112,1103,17,565,59
"38696",58430,19.39,-104.287,"elliptica",249,139,69,1600,342,143,199,261,236,267,227,1414,354,2,111,968,16,481,62
"38701",12775,19.617,-100.285,"elliptica",130,150,70,1561,230,18,212,141,126,146,107,1010,224,9,95,610,40,242,51
"38703",13133,19.142,-103.272,"elliptica",191,137,65,1632,290,81,209,202,182,209,167,1191,277,3,106,795,11,484,40
"38705",58064,19.31,-103.33,"elliptica",228,144,67,1521,332,118,214,237,222,246,206,1092,245,2,105,705,13,433,43
"38708",60146,14.05,-87.08,"elliptica",189,98,67,1297,262,116,146,200,179,202,170,1128,190,15,68,463,64,393,125
"38710",13342,18.085,-96.133,"elliptica",252,98,56,2385,341,168,173,268,246,278,218,2400,526,37,91,1373,120,538,138
"38711",13343,16.93,-94.68,"elliptica",246,104,62,1753,331,165,166,256,245,266,221,2436,490,40,69,1182,150,410,327
"38716",59300,16.93,-94.68,"elliptica",246,104,62,1753,331,165,166,256,245,266,221,2436,490,40,69,1182,150,410,327
"38725",13511,17.2,-96.3,"elliptica",181,133,67,1673,279,83,196,191,169,202,158,1150,212,19,81,604,65,321,93
"38731",59748,17.3,-96.417,"elliptica",150,131,71,1217,241,59,182,151,144,164,132,1146,212,16,82,596,51,114,105
"38732",59749,17.31,-96.44,"elliptica",147,131,71,1187,240,57,183,148,142,163,131,1166,216,17,82,604,51,310,104
"38735",59170,18.142,-96.957,"elliptica",149,137,67,1600,251,47,204,156,154,168,126,1463,319,16,87,820,64,317,148
"38740",13510,17.485,-100.56,"elliptica",243,125,73,1013,332,161,171,241,246,257,231,1555,361,5,104,967,22,335,74
"38742",13518,18.214,-101.465,"elliptica",237,144,72,1111,338,140,198,239,236,251,221,1101,253,2,110,730,8,216,32
"38746",13532,17.517,-99.965,"elliptica",192,113,68,1106,280,114,166,190,197,207,179,1396,318,6,104,860,24,330,56
"38749",59767,17.517,-99.965,"elliptica",192,113,68,1106,280,114,166,190,197,207,179,1396,318,6,104,860,24,330,56
"38750",59768,17.485,-100.56,"elliptica",243,125,73,1013,332,161,171,241,246,257,231,1555,361,5,104,967,22,335,74
"38771",59942,16.23,-93.87,"elliptica",270,122,72,1007,352,184,168,270,257,283,257,1563,355,2,101,915,12,177,34
"38775",13388,16.96,-92.11,"elliptica",231,126,71,1567,317,141,176,242,213,245,207,1838,339,44,65,813,144,496,160
"38776",13420,16.84,-93.01,"elliptica",215,133,69,1595,308,116,192,226,201,233,192,1334,260,12,91,743,43,392,47
"38780",59495,16.84,-93.01,"elliptica",215,133,69,1595,308,116,192,226,201,233,192,1334,260,12,91,743,43,392,47
"38805",13575,15.80222,-93.035,"elliptica",212,139,72,1183,303,111,192,217,196,226,196,2050,409,8,95,1144,32,597,65
"38811",13567,16.21,-93.6,"elliptica",188,126,72,1205,270,95,175,197,171,201,171,1477,292,10,95,850,35,430,35
"38813",59939,15.81,-93.05,"elliptica",201,137,72,1184,289,101,188,206,183,214,183,1817,359,7,94,1007,28,545,28
"38817",59465,16.267,-95.593,"elliptica",189,111,72,1016,263,109,154,195,180,201,175,1206,236,10,96,688,32,343,33
"38821",60050,14.459,-87.679,"elliptica",241,132,72,1308,335,154,181,247,231,256,222,1178,221,20,71,521,67,366,78
"38823",60039,14.52,-90.71,"elliptica",174,107,70,1037,248,96,152,180,165,185,159,1305,277,3,95,671,11,439,15
"38831",58439,23.561,-105.836,"elliptica",168,117,58,2841,264,64,200,194,172,200,128,1210,292,7,93,753,40,653,151
"38834",12601,21.47,-105,"elliptica",176,136,64,2159,277,66,211,196,177,199,146,1204,300,3,109,829,23,747,87
"38838",12605,21.509,-105.063,"elliptica",215,134,66,2233,306,105,201,239,194,239,185,1337,351,2,118,977,14,850,43
"38847",13100,21.387,-104.935,"elliptica",204,142,66,2189,303,89,214,226,185,227,174,1192,303,4,115,833,14,784,59
"38855",57321,21.509,-105.063,"elliptica",215,134,66,2233,306,105,201,239,194,239,185,1337,351,2,118,977,14,850,43
"38857",58435,21.45,-104.949,"elliptica",185,139,65,2176,287,74,213,206,169,208,155,1182,298,3,111,819,21,747,79
"38875",55720,31.7898,-111.5873,"emoryi",128,116,42,6039,274,0,274,201,153,207,55,645,122,10,66,309,40,256,169
"38890",11938,31.67083,-110.9135,"emoryi",144,145,46,6199,307,-4,311,216,174,224,68,575,124,7,71,291,36,245,136
"38894",11865,32.684334,-109.885421,"emoryi",72,144,47,5911,234,-69,303,143,97,150,0,771,139,16,56,345,69,298,194
"38922",79666,34.942362,-107.904327,"emoryi",94,185,46,7845,300,-101,401,187,133,196,-7,284,59,12,65,146,37,122,47
"38952",11242,34.0896,-110.1286,"emoryi",97,176,47,6938,290,-78,368,183,126,187,10,549,87,14,46,220,53,181,138
"38969",11828,33.282299,-110.820999,"emoryi",92,138,44,6321,259,-51,310,169,117,175,16,776,121,16,50,300,63,251,226
"38982",11854,33.91392,-111.36,"emoryi",169,171,45,7477,368,-4,372,91,200,268,78,509,66,7,44,166,37,123,166
"39021",82971,34.249229,-112.413741,"emoryi",118,157,45,6911,304,-39,343,204,145,211,35,635,94,11,48,225,52,185,203
"39080",87185,32.834736,-107.659613,"emoryi",121,179,49,6888,306,-55,361,202,112,211,35,381,81,7,78,216,30,180,60
"39085",11825,32.591499,-109.855003,"emoryi",130,168,48,6688,311,-33,344,211,161,218,47,450,89,8,65,221,37,190,104
"39086",11833,32.001499,-109.988998,"emoryi",132,155,48,6210,302,-19,321,205,163,213,55,504,110,7,72,263,40,232,109
"39087",11848,32.63,-108.35,"emoryi",122,176,49,6904,306,-51,357,204,156,213,36,414,83,9,68,213,35,180,87
"39089",11864,32.177795,-109.944976,"emoryi",161,184,50,6954,348,-17,365,244,195,251,73,326,75,5,79,180,22,155,68
"39105",11920,32.0065,-110.138001,"emoryi",161,173,49,6762,342,-9,351,242,195,249,77,356,86,5,85,204,24,177,69
"39110",11928,32.0045,-110.1398,"emoryi",161,173,49,6762,342,-9,351,242,195,249,77,356,86,5,85,204,24,177,69
"39128",11956,31.798,-108.916,"emoryi",143,183,49,6868,331,-37,368,222,182,231,55,377,82,6,72,200,28,168,77
"39129",11957,31.433001,-108.913002,"emoryi",147,180,49,6530,332,-30,362,220,187,229,64,385,89,5,74,210,28,179,76
"39139",11969,31.51645,-108.987,"emoryi",139,178,49,6476,322,-35,357,212,177,221,57,420,96,6,73,225,33,194,85
"39140",11970,31.4798,-108.74301,"emoryi",134,176,49,6418,318,-36,354,205,173,215,53,422,96,6,73,228,34,196,83
"39147",11980,31.3368,-108.80975,"emoryi",152,180,49,6507,338,-26,364,223,194,233,70,368,85,5,75,201,27,171,72
"39158",12233,33.991615,-106.939003,"emoryi",132,190,47,7679,333,-64,397,222,88,231,34,250,53,8,72,135,25,112,32
"39174",12413,28.407,-106.867,"emoryi",145,179,53,5335,310,-24,334,198,114,208,73,427,117,5,111,305,17,262,27
"39178",55128,32.5915,-109.8548,"emoryi",130,168,48,6688,311,-33,344,211,161,218,47,450,89,8,65,221,37,190,104
"39188",55401,31.7143,-110.0649,"emoryi",169,159,47,6483,342,9,333,245,202,252,88,352,90,5,91,211,25,188,61
"39208",55512,31.627,-108.969,"emoryi",136,178,49,6534,320,-38,358,211,174,219,53,422,95,6,72,225,32,192,87
"39222",56073,30.807,-110.029,"emoryi",172,178,50,6300,353,1,352,244,159,252,91,435,127,5,100,271,31,255,73
"39234",13111,30.86667,-109.9,"emoryi",151,168,49,6174,331,-11,342,221,139,230,72,498,132,7,89,288,42,271,93
"39245",55982,30.6,-104.2,"emoryi",147,155,47,6216,306,-19,325,213,77,224,64,365,69,8,77,199,27,185,31
"39249",11835,32.430302,-110.705002,"emoryi",129,135,44,6313,290,-13,303,204,158,212,52,621,109,10,59,275,46,233,165
"39291",12198,31.389999,-111.099999,"emoryi",162,169,50,6379,335,-2,337,240,191,245,83,472,116,5,82,264,27,225,103
"39296",12247,30.989,-110.856,"emoryi",177,180,52,6193,351,8,343,252,203,256,100,519,126,7,81,287,33,247,117
"39318",12457,25.6,-105.733,"emoryi",150,173,59,3924,290,1,289,187,130,196,96,615,150,5,103,418,26,365,55
"39325",13109,25.34,-105.722,"emoryi",169,179,58,4302,316,12,304,212,144,221,111,454,109,4,99,295,19,268,48
"39347",58446,25.45,-106.483,"emoryi",195,150,59,3493,316,62,254,224,200,233,145,886,201,6,85,516,33,309,151
"39357",12429,28.567,-109.717,"emoryi",232,171,54,5028,386,74,312,285,225,291,165,629,181,4,104,411,26,373,100
"39373",56715,24.483,-104.483,"emoryi",167,169,60,3724,303,25,278,198,149,209,115,532,137,4,110,378,16,198,32
"39403",91755,31.638689,-110.842126,"emoryi",135,142,46,6083,295,-10,305,206,163,214,60,607,129,8,70,306,40,260,145
"39421",91759,31.837523,-110.399136,"emoryi",136,147,46,6187,301,-12,313,209,167,217,60,533,117,7,73,278,39,242,118
"39423",91478,33.664677,-110.570356,"emoryi",115,160,46,6813,299,-48,347,200,143,205,31,602,97,13,48,231,51,193,170
"39433",91493,33.531365,-111.159037,"emoryi",158,150,44,7041,339,0,339,246,187,251,73,573,86,8,50,192,40,156,190
"39465",91548,33.579137,-110.249627,"emoryi",111,164,46,6847,297,-55,352,196,140,201,26,585,96,14,49,235,52,197,157
"39478",91569,33.892583,-110.620756,"emoryi",113,167,46,6900,302,-55,357,199,140,204,28,564,91,12,47,218,49,180,154
"39482",91573,33.255451,-109.661847,"emoryi",107,175,48,6852,296,-64,360,191,137,197,22,533,93,12,56,240,47,203,129
"39485",91576,33.759818,-111.381949,"emoryi",120,152,45,6702,300,-34,334,204,145,209,39,699,102,11,47,242,55,197,220
"39487",91578,33.867961,-110.884459,"emoryi",132,165,46,7007,321,-36,357,220,159,224,46,548,86,10,47,199,44,163,161
"39512",91550,33.249998,-109.771052,"emoryi",130,177,47,7134,323,-46,369,218,162,224,42,458,80,10,54,204,40,172,113
"39546",91827,31.526354,-111.127707,"emoryi",150,150,47,6193,313,-1,314,224,178,230,74,557,124,7,73,288,33,242,132
"39548",97687,30.596967,-103.760819,"emoryi",157,167,49,6285,321,-15,336,225,89,236,75,378,66,9,69,193,31,176,35
"39552",91505,32.990811,-110.301159,"emoryi",131,154,45,6799,309,-29,338,213,161,220,47,536,93,10,55,229,43,194,143
"39555",91534,32.896536,-110.200858,"emoryi",139,159,46,6913,320,-24,344,222,171,229,53,475,85,9,57,211,38,179,122
"39581",11094,33.3858,-118.43,"engelmannii",162,78,50,2875,245,89,156,139,192,202,132,290,56,0,91,162,3,6,143
"39591",11104,33.44344,-118.50767,"engelmannii",164,79,51,2718,244,91,153,135,192,202,135,283,57,0,93,156,2,6,147
"39597",11410,33.0833,-116.45,"engelmannii",171,168,49,6075,361,23,338,108,223,253,99,344,60,2,71,172,19,37,161
"39606",10794,34.21667,-118.15,"engelmannii",158,145,48,5512,325,24,301,100,228,234,94,600,121,1,91,342,8,19,318
"39627",12217,36,-116,"engelmannii",175,168,41,8344,388,-18,406,92,212,285,71,113,15,3,38,40,15,28,38
"39638",10792,34.23644,-118.28028,"engelmannii",162,142,49,5153,321,33,288,107,227,233,102,574,115,1,92,327,8,18,304
"39640",10797,34.17083,-118.05,"engelmannii",175,147,53,4550,326,49,277,127,231,238,122,544,114,1,93,323,7,17,300
"39645",10803,34.146,-117.7449,"engelmannii",168,155,50,5290,338,34,304,112,235,241,106,612,127,2,92,355,8,18,335
"39650",10809,34.15111,-118.01056,"engelmannii",182,147,54,4235,324,54,270,137,233,240,131,458,97,1,92,274,7,16,252
"39670",10963,33.85889,-116.97972,"engelmannii",172,163,50,5624,356,34,322,112,245,249,107,381,74,3,79,202,15,25,190
"39682",10975,34.08528,-117.96,"engelmannii",182,145,54,4091,320,56,264,139,231,238,133,419,88,0,94,249,6,15,230
"39690",11017,33.47361,-117.46661,"engelmannii",166,125,53,3851,286,54,232,124,212,219,121,311,58,2,84,168,9,16,159
"39708",11035,33.5246,-117.2098,"engelmannii",167,146,51,4956,323,37,286,115,231,236,110,374,72,2,83,204,11,20,193
"39716",11212,32.93333,-117.2,"engelmannii",169,103,52,3308,268,70,198,132,207,215,130,303,63,1,88,174,5,9,158
"39718",11214,33.609,-117.8114,"engelmannii",164,117,53,3596,280,63,217,125,206,215,124,383,75,1,89,211,7,13,203
"39727",11388,32.609501,-116.470001,"engelmannii",150,177,54,5272,336,12,324,95,192,224,90,390,72,1,77,205,17,33,186
"39746",11407,32.9333,-116.633,"engelmannii",130,149,49,5614,303,0,303,73,204,208,67,624,116,3,78,329,29,41,301
"39747",11408,33.0206,-116.772,"engelmannii",152,153,51,5170,321,23,298,98,218,223,92,525,97,3,81,278,20,29,258
"39748",11409,33.0458,-116.804,"engelmannii",162,152,51,5057,328,34,294,109,226,232,103,472,87,3,81,250,17,25,232
"39778",11440,33.19901,-116.75103,"engelmannii",135,150,49,5679,310,4,306,76,182,213,69,582,104,3,77,302,28,41,281
"39795",11458,32.991,-116.681,"engelmannii",146,157,50,5449,322,13,309,89,217,221,83,529,97,3,78,277,24,34,256
"39811",11474,33.45639,-117.18389,"engelmannii",168,144,51,4836,319,40,279,117,229,235,111,369,71,2,84,201,11,20,189
"39827",11490,33.30158,-116.8869,"engelmannii",133,146,48,5565,305,6,299,76,207,211,70,624,111,3,79,327,26,40,307
"39844",11507,33.0125,-116.625,"engelmannii",129,149,48,5752,303,-2,305,69,178,208,64,631,115,3,78,331,32,45,304
"39846",11509,32.9975,-116.84944,"engelmannii",173,149,53,4678,329,48,281,124,232,238,119,402,74,3,82,213,12,19,198
"39854",11517,32.98444,-116.68222,"engelmannii",155,158,51,5332,330,22,308,100,198,229,93,488,89,3,79,256,22,31,237
"39866",11529,33.24346,-116.83781,"engelmannii",134,147,48,5561,306,5,301,76,207,211,70,609,109,3,79,319,27,40,298
"39870",11533,33.08187,-116.57206,"engelmannii",140,156,49,5855,320,2,318,79,189,220,72,513,91,3,75,262,27,43,242
"39877",11540,33.20019,-116.72129,"engelmannii",141,153,49,5643,318,6,312,83,188,218,75,544,97,3,77,282,26,40,263
